widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2
1,Mr.,5.0,2.0,1.0,NNP,compound,3.0,3.0,3.0,3.0,-2.0,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
2,Chairman,6.0,2.0,1.0,NNP,root,4.0,4.0,4.0,4.0,-3.0,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
3,",",,,,",",,,,,,,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
4,Mr.,5.0,2.0,1.0,NNP,compound,4.0,4.0,4.0,4.0,-3.0,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
5,Vice,3.0,1.0,1.0,NNP,compound,3.0,3.0,3.0,3.0,-2.0,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
6,President,9.0,3.0,2.0,NNP,appos,4.0,4.0,4.0,4.0,-3.0,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
7,",",,,,",",,,,,,,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
8,Mr.,5.0,2.0,1.0,NNP,compound,4.0,4.0,4.0,4.0,-3.0,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
9,Chief,3.0,1.0,1.0,NNP,compound,3.0,3.0,3.0,3.0,-2.0,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
10,Justice,6.0,2.0,1.0,NNP,appos,4.0,4.0,4.0,4.0,-3.0,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
11,",",,,,",",,,,,,,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
12,Mr.,5.0,2.0,1.0,NNP,compound,3.0,3.0,3.0,3.0,-2.0,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
13,Speaker,5.0,2.0,1.0,NNP,appos,4.0,4.0,4.0,4.0,-3.0,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
14,",",,,,",",,,,,,,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
15,members,6.0,2.0,1.0,NNS,appos,4.0,4.0,4.0,4.0,-3.0,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
16,of,2.0,1.0,1.0,IN,case,5.0,5.0,4.0,5.0,-3.75,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
17,my,2.0,1.0,1.0,PRP$,nmod:poss,5.0,5.0,5.0,5.0,-4.0,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
18,family,6.0,3.0,1.0,NN,nmod:of,4.0,4.0,4.0,4.0,-3.0,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
19,and,3.0,1.0,1.0,CC,cc,5.0,5.0,5.0,5.0,-4.0,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
20,friends,6.0,1.0,1.0,NNS,nmod:of,3.0,3.0,3.0,3.0,-2.0,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
21,",",,,,",",,,,,,,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
22,my,2.0,1.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
23,countrymen,9.0,3.0,1.0,NNS,appos,2.0,2.0,2.0,2.0,-1.0,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
24,",",,,,",",,,,,,,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
25,and,3.0,1.0,1.0,CC,cc,3.0,3.0,3.0,3.0,-2.0,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
26,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
27,friends,6.0,1.0,1.0,NNS,conj:and,2.0,2.0,2.0,2.0,-1.0,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
28,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
29,my,2.0,1.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
30,country,6.0,2.0,1.0,NN,nmod:of,2.0,2.0,2.0,2.0,-1.0,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
31,wherever,6.0,3.0,1.0,WRB,advmod,4.0,4.0,2.0,4.0,-2.5,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
32,they,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
33,may,2.0,1.0,1.0,MD,aux,3.0,3.0,2.0,3.0,-1.75,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
34,be,2.0,1.0,1.0,VB,acl:relcl,1.0,1.0,1.0,1.0,0.0,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
35,:,,,,:,,,,,,,1,"Mr. Chairman , Mr. Vice President , Mr. Chief Justice , Mr. Speaker , members of my family and friends , my countrymen , and the friends of my country wherever they may be :",5,4
1,We,2.0,1.0,1.0,PRP,nsubj,5.0,5.0,3.0,5.0,-3.5,2,"We meet again , as upon a like moment four years ago , and again you have witnessed my solemn oath of service to you .",6,5
2,meet,3.0,1.0,1.0,VBP,root,3.0,3.0,3.0,3.0,-2.0,2,"We meet again , as upon a like moment four years ago , and again you have witnessed my solemn oath of service to you .",6,5
3,again,4.0,2.0,1.0,RB,advmod,3.0,3.0,3.0,3.0,-2.0,2,"We meet again , as upon a like moment four years ago , and again you have witnessed my solemn oath of service to you .",6,5
4,",",,,,",",,,,,,,2,"We meet again , as upon a like moment four years ago , and again you have witnessed my solemn oath of service to you .",6,5
5,as,2.0,1.0,1.0,RB,advmod,3.0,3.0,3.0,3.0,-2.0,2,"We meet again , as upon a like moment four years ago , and again you have witnessed my solemn oath of service to you .",6,5
6,upon,4.0,2.0,1.0,IN,case,4.0,4.0,4.0,4.0,-3.0,2,"We meet again , as upon a like moment four years ago , and again you have witnessed my solemn oath of service to you .",6,5
7,a,1.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,2,"We meet again , as upon a like moment four years ago , and again you have witnessed my solemn oath of service to you .",6,5
8,like,3.0,1.0,1.0,JJ,amod,4.0,4.0,4.0,4.0,-3.0,2,"We meet again , as upon a like moment four years ago , and again you have witnessed my solemn oath of service to you .",6,5
9,moment,6.0,2.0,1.0,NN,nmod:upon,3.0,3.0,3.0,3.0,-2.0,2,"We meet again , as upon a like moment four years ago , and again you have witnessed my solemn oath of service to you .",6,5
10,four,3.0,1.0,1.0,CD,nummod,4.0,4.0,4.0,4.0,-3.0,2,"We meet again , as upon a like moment four years ago , and again you have witnessed my solemn oath of service to you .",6,5
11,years,4.0,1.0,1.0,NNS,nmod:npmod,3.0,3.0,3.0,3.0,-2.0,2,"We meet again , as upon a like moment four years ago , and again you have witnessed my solemn oath of service to you .",6,5
12,ago,3.0,2.0,1.0,RB,advmod,2.0,2.0,2.0,2.0,-1.0,2,"We meet again , as upon a like moment four years ago , and again you have witnessed my solemn oath of service to you .",6,5
13,",",,,,",",,,,,,,2,"We meet again , as upon a like moment four years ago , and again you have witnessed my solemn oath of service to you .",6,5
14,and,3.0,1.0,1.0,CC,cc,3.0,3.0,3.0,3.0,-2.0,2,"We meet again , as upon a like moment four years ago , and again you have witnessed my solemn oath of service to you .",6,5
15,again,4.0,2.0,1.0,RB,advmod,2.0,2.0,2.0,2.0,-1.0,2,"We meet again , as upon a like moment four years ago , and again you have witnessed my solemn oath of service to you .",6,5
16,you,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,2,"We meet again , as upon a like moment four years ago , and again you have witnessed my solemn oath of service to you .",6,5
17,have,3.0,1.0,1.0,VBP,aux,3.0,3.0,2.0,3.0,-1.75,2,"We meet again , as upon a like moment four years ago , and again you have witnessed my solemn oath of service to you .",6,5
18,witnessed,7.0,2.0,1.0,VBN,conj:and,2.0,2.0,2.0,2.0,-1.0,2,"We meet again , as upon a like moment four years ago , and again you have witnessed my solemn oath of service to you .",6,5
19,my,2.0,1.0,1.0,PRP$,nmod:poss,4.0,4.0,5.0,4.0,-3.25,2,"We meet again , as upon a like moment four years ago , and again you have witnessed my solemn oath of service to you .",6,5
20,solemn,5.0,2.0,1.0,NN,compound,2.0,2.0,3.0,2.0,-1.25,2,"We meet again , as upon a like moment four years ago , and again you have witnessed my solemn oath of service to you .",6,5
21,oath,2.0,1.0,1.0,NN,dobj,3.0,3.0,4.0,3.0,-2.25,2,"We meet again , as upon a like moment four years ago , and again you have witnessed my solemn oath of service to you .",6,5
22,of,2.0,1.0,1.0,IN,case,3.0,3.0,3.0,3.0,-2.0,2,"We meet again , as upon a like moment four years ago , and again you have witnessed my solemn oath of service to you .",6,5
23,service,5.0,2.0,1.0,NN,nmod:of,1.0,1.0,2.0,1.0,-0.25,2,"We meet again , as upon a like moment four years ago , and again you have witnessed my solemn oath of service to you .",6,5
24,to,2.0,1.0,1.0,TO,case,4.0,4.0,3.0,4.0,-2.75,2,"We meet again , as upon a like moment four years ago , and again you have witnessed my solemn oath of service to you .",6,5
25,you,2.0,1.0,1.0,PRP,nmod:to,5.0,5.0,1.0,5.0,-3.0,2,"We meet again , as upon a like moment four years ago , and again you have witnessed my solemn oath of service to you .",6,5
26,.,,,,.,,,,,,,2,"We meet again , as upon a like moment four years ago , and again you have witnessed my solemn oath of service to you .",6,5
1,I,1.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
2,",",,,,",",,,,,,,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
3,too,2.0,1.0,1.0,RB,advmod,2.0,2.0,2.0,2.0,-1.0,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
4,",",,,,",",,,,,,,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
5,am,2.0,1.0,1.0,VBP,cop,3.0,3.0,2.0,3.0,-1.75,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
6,a,1.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
7,witness,6.0,2.0,1.0,NN,root,2.0,2.0,2.0,2.0,-1.0,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
8,",",,,,",",,,,,,,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
9,today,4.0,2.0,1.0,NN,appos,2.0,2.0,2.0,2.0,-1.0,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
10,testifying,9.0,4.0,2.0,VBG,acl,2.0,2.0,2.0,2.0,-1.0,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
11,in,2.0,1.0,0.0,IN,case,4.0,4.0,3.0,4.0,-2.75,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
12,your,3.0,1.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
13,name,3.0,1.0,1.0,NN,nmod:in,2.0,2.0,2.0,2.0,-1.0,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
14,to,2.0,1.0,1.0,TO,case,3.0,3.0,3.0,3.0,-2.0,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
15,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
16,principles,10.0,3.0,1.0,NNS,nmod:to,3.0,3.0,3.0,3.0,-2.0,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
17,and,3.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
18,purposes,7.0,3.0,1.0,NNS,nmod:to,2.0,2.0,2.0,2.0,-1.0,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
19,to,2.0,1.0,1.0,TO,case,4.0,4.0,4.0,4.0,-3.0,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
20,which,3.0,1.0,1.0,WDT,ref,5.0,5.0,2.0,5.0,-3.25,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
21,we,2.0,1.0,1.0,PRP,nsubjpass,4.0,4.0,2.0,4.0,-2.5,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
22,",",,,,",",,,,,,,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
23,as,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
24,a,1.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
25,people,5.0,2.0,1.0,NNS,nmod:as,2.0,2.0,2.0,2.0,-1.0,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
26,",",,,,",",,,,,,,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
27,are,2.0,1.0,1.0,VBP,auxpass,3.0,3.0,2.0,3.0,-1.75,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
28,pledged,5.0,1.0,1.0,VBN,acl:relcl,1.0,1.0,1.0,1.0,0.0,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
29,.,,,,.,,,,,,,3,"I , too , am a witness , today testifying in your name to the principles and purposes to which we , as a people , are pledged .",7,7
1,Before,5.0,2.0,1.0,IN,mark,4.0,4.0,4.0,4.0,-3.0,4,"Before all else , we seek , upon our common labor as a nation , the blessings of Almighty God .",5,3
2,all,2.0,1.0,1.0,RB,advmod,3.0,3.0,3.0,3.0,-2.0,4,"Before all else , we seek , upon our common labor as a nation , the blessings of Almighty God .",5,3
3,else,3.0,1.0,1.0,RB,advcl,2.0,2.0,2.0,2.0,-1.0,4,"Before all else , we seek , upon our common labor as a nation , the blessings of Almighty God .",5,3
4,",",,,,",",,,,,,,4,"Before all else , we seek , upon our common labor as a nation , the blessings of Almighty God .",5,3
5,we,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,4,"Before all else , we seek , upon our common labor as a nation , the blessings of Almighty God .",5,3
6,seek,3.0,1.0,1.0,VBP,root,2.0,2.0,2.0,2.0,-1.0,4,"Before all else , we seek , upon our common labor as a nation , the blessings of Almighty God .",5,3
7,",",,,,",",,,,,,,4,"Before all else , we seek , upon our common labor as a nation , the blessings of Almighty God .",5,3
8,upon,4.0,2.0,1.0,IN,case,4.0,4.0,4.0,4.0,-3.0,4,"Before all else , we seek , upon our common labor as a nation , the blessings of Almighty God .",5,3
9,our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,4,"Before all else , we seek , upon our common labor as a nation , the blessings of Almighty God .",5,3
10,common,5.0,2.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,4,"Before all else , we seek , upon our common labor as a nation , the blessings of Almighty God .",5,3
11,labor,4.0,2.0,1.0,NN,nmod:upon,2.0,2.0,2.0,2.0,-1.0,4,"Before all else , we seek , upon our common labor as a nation , the blessings of Almighty God .",5,3
12,as,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,4,"Before all else , we seek , upon our common labor as a nation , the blessings of Almighty God .",5,3
13,a,1.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,4,"Before all else , we seek , upon our common labor as a nation , the blessings of Almighty God .",5,3
14,nation,5.0,2.0,1.0,NN,nmod:as,2.0,2.0,2.0,2.0,-1.0,4,"Before all else , we seek , upon our common labor as a nation , the blessings of Almighty God .",5,3
15,",",,,,",",,,,,,,4,"Before all else , we seek , upon our common labor as a nation , the blessings of Almighty God .",5,3
16,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,4,"Before all else , we seek , upon our common labor as a nation , the blessings of Almighty God .",5,3
17,blessings,7.0,2.0,1.0,NNS,appos,2.0,2.0,2.0,2.0,-1.0,4,"Before all else , we seek , upon our common labor as a nation , the blessings of Almighty God .",5,3
18,of,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,4,"Before all else , we seek , upon our common labor as a nation , the blessings of Almighty God .",5,3
19,Almighty,6.0,3.0,1.0,NNP,compound,1.0,1.0,1.0,1.0,0.0,4,"Before all else , we seek , upon our common labor as a nation , the blessings of Almighty God .",5,3
20,God,3.0,1.0,1.0,NNP,nmod:of,2.0,2.0,2.0,2.0,-1.0,4,"Before all else , we seek , upon our common labor as a nation , the blessings of Almighty God .",5,3
21,.,,,,.,,,,,,,4,"Before all else , we seek , upon our common labor as a nation , the blessings of Almighty God .",5,3
1,And,3.0,1.0,1.0,CC,cc,3.0,3.0,3.0,3.0,-2.0,5,And the hopes in our hearts fashion the deepest prayers of our whole people .,2,2
2,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,5,And the hopes in our hearts fashion the deepest prayers of our whole people .,2,2
3,hopes,4.0,1.0,1.0,NNS,nsubj,3.0,3.0,3.0,3.0,-2.0,5,And the hopes in our hearts fashion the deepest prayers of our whole people .,2,2
4,in,2.0,1.0,0.0,IN,case,4.0,4.0,3.0,4.0,-2.75,5,And the hopes in our hearts fashion the deepest prayers of our whole people .,2,2
5,our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,5,And the hopes in our hearts fashion the deepest prayers of our whole people .,2,2
6,hearts,5.0,1.0,1.0,NNS,nmod:in,2.0,2.0,2.0,2.0,-1.0,5,And the hopes in our hearts fashion the deepest prayers of our whole people .,2,2
7,fashion,5.0,2.0,1.0,VBZ,root,2.0,2.0,2.0,2.0,-1.0,5,And the hopes in our hearts fashion the deepest prayers of our whole people .,2,2
8,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,5,And the hopes in our hearts fashion the deepest prayers of our whole people .,2,2
9,deepest,6.0,2.0,1.0,JJS,amod,3.0,3.0,3.0,3.0,-2.0,5,And the hopes in our hearts fashion the deepest prayers of our whole people .,2,2
10,prayers,5.0,1.0,1.0,NNS,dobj,2.0,2.0,2.0,2.0,-1.0,5,And the hopes in our hearts fashion the deepest prayers of our whole people .,2,2
11,of,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,5,And the hopes in our hearts fashion the deepest prayers of our whole people .,2,2
12,our,2.0,2.0,1.0,PRP$,nmod:poss,3.0,3.0,3.0,3.0,-2.0,5,And the hopes in our hearts fashion the deepest prayers of our whole people .,2,2
13,whole,3.0,1.0,1.0,JJ,amod,2.0,2.0,2.0,2.0,-1.0,5,And the hopes in our hearts fashion the deepest prayers of our whole people .,2,2
14,people,5.0,2.0,1.0,NNS,nmod:of,1.0,1.0,1.0,1.0,0.0,5,And the hopes in our hearts fashion the deepest prayers of our whole people .,2,2
15,.,,,,.,,,,,,,5,And the hopes in our hearts fashion the deepest prayers of our whole people .,2,2
1,May,2.0,1.0,1.0,NNP,root,2.0,2.0,2.0,2.0,-1.0,6,May we pursue the right --,1,1
2,we,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,6,May we pursue the right --,1,1
3,pursue,4.0,2.0,1.0,VB,acl:relcl,2.0,2.0,2.0,2.0,-1.0,6,May we pursue the right --,1,1
4,the,2.0,1.0,0.0,DT,det,3.0,3.0,3.0,3.0,-2.0,6,May we pursue the right --,1,1
5,right,3.0,1.0,1.0,NN,dobj,1.0,1.0,1.0,1.0,0.0,6,May we pursue the right --,1,1
6,--,,,,:,,,,,,,6,May we pursue the right --,1,1
1,without,5.0,2.0,1.0,IN,case,3.0,3.0,3.0,3.0,-2.0,7,without self-righteousness .,1,0
2,self-righteousness,,,,NN,root,1.0,1.0,1.0,1.0,0.0,7,without self-righteousness .,1,0
3,.,,,,.,,,,,,,7,without self-righteousness .,1,0
1,May,2.0,1.0,1.0,NNP,root,2.0,2.0,2.0,2.0,-1.0,8,May we know unity --,1,1
2,we,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,8,May we know unity --,1,1
3,know,2.0,1.0,1.0,VBP,acl:relcl,2.0,2.0,2.0,2.0,-1.0,8,May we know unity --,1,1
4,unity,6.0,3.0,1.0,NN,dobj,1.0,1.0,1.0,1.0,0.0,8,May we know unity --,1,1
5,--,,,,:,,,,,,,8,May we know unity --,1,1
1,without,5.0,2.0,1.0,IN,case,3.0,3.0,3.0,3.0,-2.0,9,without conformity .,1,0
2,conformity,10.0,4.0,1.0,NN,root,1.0,1.0,1.0,1.0,0.0,9,without conformity .,1,0
3,.,,,,.,,,,,,,9,without conformity .,1,0
1,May,2.0,1.0,1.0,NNP,root,2.0,2.0,2.0,2.0,-1.0,10,May we grow in strength --,2,2
2,we,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,10,May we grow in strength --,2,2
3,grow,3.0,1.0,1.0,VBP,acl:relcl,2.0,2.0,2.0,2.0,-1.0,10,May we grow in strength --,2,2
4,in,2.0,1.0,0.0,IN,case,3.0,3.0,2.0,3.0,-1.75,10,May we grow in strength --,2,2
5,strength,7.0,1.0,1.0,NN,nmod:in,1.0,1.0,1.0,1.0,0.0,10,May we grow in strength --,2,2
6,--,,,,:,,,,,,,10,May we grow in strength --,2,2
1,without,5.0,2.0,1.0,IN,case,3.0,3.0,3.0,3.0,-2.0,11,without pride in self .,2,1
2,pride,4.0,1.0,1.0,NN,root,2.0,2.0,2.0,2.0,-1.0,11,without pride in self .,2,1
3,in,2.0,1.0,0.0,IN,case,3.0,3.0,2.0,3.0,-1.75,11,without pride in self .,2,1
4,self,4.0,1.0,1.0,NN,nmod:in,1.0,1.0,1.0,1.0,0.0,11,without pride in self .,2,1
5,.,,,,.,,,,,,,11,without pride in self .,2,1
1,May,2.0,1.0,1.0,NNP,nmod:tmod,2.0,2.0,2.0,2.0,-1.0,12,"May we , in our dealings with all peoples of the earth , ever speak truth and serve justice .",4,4
2,we,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,12,"May we , in our dealings with all peoples of the earth , ever speak truth and serve justice .",4,4
3,",",,,,",",,,,,,,12,"May we , in our dealings with all peoples of the earth , ever speak truth and serve justice .",4,4
4,in,2.0,1.0,0.0,IN,case,4.0,4.0,3.0,4.0,-2.75,12,"May we , in our dealings with all peoples of the earth , ever speak truth and serve justice .",4,4
5,our,2.0,2.0,1.0,PRP$,nmod:poss,5.0,5.0,5.0,5.0,-4.0,12,"May we , in our dealings with all peoples of the earth , ever speak truth and serve justice .",4,4
6,dealings,6.0,2.0,1.0,NNS,nmod:in,3.0,3.0,3.0,3.0,-2.0,12,"May we , in our dealings with all peoples of the earth , ever speak truth and serve justice .",4,4
7,with,3.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,12,"May we , in our dealings with all peoples of the earth , ever speak truth and serve justice .",4,4
8,all,2.0,1.0,1.0,DT,det,5.0,5.0,5.0,5.0,-4.0,12,"May we , in our dealings with all peoples of the earth , ever speak truth and serve justice .",4,4
9,peoples,6.0,2.0,1.0,NNS,nmod:with,3.0,3.0,3.0,3.0,-2.0,12,"May we , in our dealings with all peoples of the earth , ever speak truth and serve justice .",4,4
10,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,12,"May we , in our dealings with all peoples of the earth , ever speak truth and serve justice .",4,4
11,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,12,"May we , in our dealings with all peoples of the earth , ever speak truth and serve justice .",4,4
12,earth,2.0,1.0,1.0,NN,nmod:of,2.0,2.0,2.0,2.0,-1.0,12,"May we , in our dealings with all peoples of the earth , ever speak truth and serve justice .",4,4
13,",",,,,",",,,,,,,12,"May we , in our dealings with all peoples of the earth , ever speak truth and serve justice .",4,4
