widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2
34,a,1.0,1.0,0.0,DT,case,4.0,4.0,4.0,4.0,-3.0,2,"It is our great good fortune that time and chance have put us not only at the edge of a new century , in a new millennium , but on the edge of a bright new prospect in human affairs , a moment that will define our course and our character for decades to comes .",15,13
35,bright,4.0,1.0,1.0,JJ,det,4.0,4.0,4.0,4.0,-3.0,2,"It is our great good fortune that time and chance have put us not only at the edge of a new century , in a new millennium , but on the edge of a bright new prospect in human affairs , a moment that will define our course and our character for decades to comes .",15,13
36,new,2.0,1.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,2,"It is our great good fortune that time and chance have put us not only at the edge of a new century , in a new millennium , but on the edge of a bright new prospect in human affairs , a moment that will define our course and our character for decades to comes .",15,13
37,prospect,8.0,2.0,1.0,NN,amod,2.0,2.0,2.0,2.0,-1.0,2,"It is our great good fortune that time and chance have put us not only at the edge of a new century , in a new millennium , but on the edge of a bright new prospect in human affairs , a moment that will define our course and our character for decades to comes .",15,13
38,in,2.0,1.0,0.0,IN,nmod:of,3.0,3.0,2.0,3.0,-1.75,2,"It is our great good fortune that time and chance have put us not only at the edge of a new century , in a new millennium , but on the edge of a bright new prospect in human affairs , a moment that will define our course and our character for decades to comes .",15,13
39,human,6.0,2.0,1.0,JJ,case,3.0,3.0,3.0,3.0,-2.0,2,"It is our great good fortune that time and chance have put us not only at the edge of a new century , in a new millennium , but on the edge of a bright new prospect in human affairs , a moment that will define our course and our character for decades to comes .",15,13
40,affairs,5.0,2.0,1.0,NNS,amod,2.0,2.0,2.0,2.0,-1.0,2,"It is our great good fortune that time and chance have put us not only at the edge of a new century , in a new millennium , but on the edge of a bright new prospect in human affairs , a moment that will define our course and our character for decades to comes .",15,13
41,",",,,,",",,,,,,,2,"It is our great good fortune that time and chance have put us not only at the edge of a new century , in a new millennium , but on the edge of a bright new prospect in human affairs , a moment that will define our course and our character for decades to comes .",15,13
42,a,1.0,1.0,0.0,DT,nmod:in,5.0,5.0,5.0,5.0,-4.0,2,"It is our great good fortune that time and chance have put us not only at the edge of a new century , in a new millennium , but on the edge of a bright new prospect in human affairs , a moment that will define our course and our character for decades to comes .",15,13
43,moment,6.0,2.0,1.0,NN,det,4.0,4.0,4.0,4.0,-3.0,2,"It is our great good fortune that time and chance have put us not only at the edge of a new century , in a new millennium , but on the edge of a bright new prospect in human affairs , a moment that will define our course and our character for decades to comes .",15,13
44,that,3.0,1.0,1.0,WDT,nmod:in,5.0,5.0,3.0,5.0,-3.5,2,"It is our great good fortune that time and chance have put us not only at the edge of a new century , in a new millennium , but on the edge of a bright new prospect in human affairs , a moment that will define our course and our character for decades to comes .",15,13
45,will,3.0,1.0,1.0,MD,ref,4.0,4.0,3.0,4.0,-2.75,2,"It is our great good fortune that time and chance have put us not only at the edge of a new century , in a new millennium , but on the edge of a bright new prospect in human affairs , a moment that will define our course and our character for decades to comes .",15,13
46,define,5.0,2.0,1.0,VB,aux,4.0,4.0,4.0,4.0,-3.0,2,"It is our great good fortune that time and chance have put us not only at the edge of a new century , in a new millennium , but on the edge of a bright new prospect in human affairs , a moment that will define our course and our character for decades to comes .",15,13
47,our,2.0,2.0,1.0,PRP$,acl:relcl,4.0,4.0,4.0,4.0,-3.0,2,"It is our great good fortune that time and chance have put us not only at the edge of a new century , in a new millennium , but on the edge of a bright new prospect in human affairs , a moment that will define our course and our character for decades to comes .",15,13
48,course,4.0,1.0,1.0,NN,nmod:poss,2.0,2.0,2.0,2.0,-1.0,2,"It is our great good fortune that time and chance have put us not only at the edge of a new century , in a new millennium , but on the edge of a bright new prospect in human affairs , a moment that will define our course and our character for decades to comes .",15,13
49,and,3.0,1.0,1.0,CC,dobj,3.0,3.0,3.0,3.0,-2.0,2,"It is our great good fortune that time and chance have put us not only at the edge of a new century , in a new millennium , but on the edge of a bright new prospect in human affairs , a moment that will define our course and our character for decades to comes .",15,13
50,our,2.0,2.0,1.0,PRP$,cc,4.0,4.0,4.0,4.0,-3.0,2,"It is our great good fortune that time and chance have put us not only at the edge of a new century , in a new millennium , but on the edge of a bright new prospect in human affairs , a moment that will define our course and our character for decades to comes .",15,13
51,character,7.0,3.0,1.0,NN,nmod:poss,2.0,2.0,2.0,2.0,-1.0,2,"It is our great good fortune that time and chance have put us not only at the edge of a new century , in a new millennium , but on the edge of a bright new prospect in human affairs , a moment that will define our course and our character for decades to comes .",15,13
52,for,3.0,1.0,1.0,IN,nmod:in,3.0,3.0,2.0,3.0,-1.75,2,"It is our great good fortune that time and chance have put us not only at the edge of a new century , in a new millennium , but on the edge of a bright new prospect in human affairs , a moment that will define our course and our character for decades to comes .",15,13
53,decades,6.0,2.0,1.0,NNS,case,1.0,1.0,1.0,1.0,0.0,2,"It is our great good fortune that time and chance have put us not only at the edge of a new century , in a new millennium , but on the edge of a bright new prospect in human affairs , a moment that will define our course and our character for decades to comes .",15,13
54,to,2.0,1.0,1.0,TO,nmod:for,5.0,5.0,5.0,5.0,-4.0,2,"It is our great good fortune that time and chance have put us not only at the edge of a new century , in a new millennium , but on the edge of a bright new prospect in human affairs , a moment that will define our course and our character for decades to comes .",15,13
55,comes,4.0,1.0,1.0,VBZ,mark,6.0,6.0,6.0,6.0,-5.0,2,"It is our great good fortune that time and chance have put us not only at the edge of a new century , in a new millennium , but on the edge of a bright new prospect in human affairs , a moment that will define our course and our character for decades to comes .",15,13
56,.,,,,.,,,,,,,2,"It is our great good fortune that time and chance have put us not only at the edge of a new century , in a new millennium , but on the edge of a bright new prospect in human affairs , a moment that will define our course and our character for decades to comes .",15,13
1,We,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,3,We must keep our old democracy forever young .,2,2
2,must,4.0,1.0,1.0,MD,aux,3.0,3.0,2.0,3.0,-1.75,3,We must keep our old democracy forever young .,2,2
3,keep,3.0,1.0,1.0,VB,root,2.0,2.0,2.0,2.0,-1.0,3,We must keep our old democracy forever young .,2,2
4,our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,3,We must keep our old democracy forever young .,2,2
5,old,3.0,1.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,3,We must keep our old democracy forever young .,2,2
6,democracy,9.0,4.0,1.0,NN,dep,2.0,2.0,2.0,2.0,-1.0,3,We must keep our old democracy forever young .,2,2
7,forever,5.0,3.0,1.0,RB,advmod,2.0,2.0,2.0,2.0,-1.0,3,We must keep our old democracy forever young .,2,2
8,young,3.0,1.0,1.0,JJ,xcomp,1.0,1.0,1.0,1.0,0.0,3,We must keep our old democracy forever young .,2,2
9,.,,,,.,,,,,,,3,We must keep our old democracy forever young .,2,2
1,Guided,5.0,2.0,1.0,VBN,dep,3.0,3.0,3.0,3.0,-2.0,4,"Guided by the ancient vision of a promised land , let us set our sights upon a land of new promise .",5,4
2,by,2.0,1.0,1.0,IN,case,5.0,5.0,4.0,5.0,-3.75,4,"Guided by the ancient vision of a promised land , let us set our sights upon a land of new promise .",5,4
3,the,2.0,1.0,0.0,DT,det,6.0,6.0,6.0,6.0,-5.0,4,"Guided by the ancient vision of a promised land , let us set our sights upon a land of new promise .",5,4
4,ancient,6.0,2.0,1.0,JJ,amod,5.0,5.0,5.0,5.0,-4.0,4,"Guided by the ancient vision of a promised land , let us set our sights upon a land of new promise .",5,4
5,vision,5.0,2.0,1.0,NN,nmod:by,4.0,4.0,4.0,4.0,-3.0,4,"Guided by the ancient vision of a promised land , let us set our sights upon a land of new promise .",5,4
6,of,2.0,1.0,1.0,IN,case,5.0,5.0,4.0,5.0,-3.75,4,"Guided by the ancient vision of a promised land , let us set our sights upon a land of new promise .",5,4
7,a,1.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,4,"Guided by the ancient vision of a promised land , let us set our sights upon a land of new promise .",5,4
8,promised,7.0,2.0,1.0,JJ,amod,4.0,4.0,4.0,4.0,-3.0,4,"Guided by the ancient vision of a promised land , let us set our sights upon a land of new promise .",5,4
9,land,4.0,1.0,1.0,NN,nmod:of,3.0,3.0,3.0,3.0,-2.0,4,"Guided by the ancient vision of a promised land , let us set our sights upon a land of new promise .",5,4
10,",",,,,",",,,,,,,4,"Guided by the ancient vision of a promised land , let us set our sights upon a land of new promise .",5,4
11,let,3.0,1.0,1.0,VB,advmod,2.0,2.0,2.0,2.0,-1.0,4,"Guided by the ancient vision of a promised land , let us set our sights upon a land of new promise .",5,4
12,us,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,4,"Guided by the ancient vision of a promised land , let us set our sights upon a land of new promise .",5,4
13,set,3.0,1.0,1.0,VBD,root,2.0,2.0,2.0,2.0,-1.0,4,"Guided by the ancient vision of a promised land , let us set our sights upon a land of new promise .",5,4
14,our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,4,"Guided by the ancient vision of a promised land , let us set our sights upon a land of new promise .",5,4
15,sights,4.0,1.0,1.0,NNS,dobj,2.0,2.0,2.0,2.0,-1.0,4,"Guided by the ancient vision of a promised land , let us set our sights upon a land of new promise .",5,4
16,upon,4.0,2.0,1.0,IN,case,3.0,3.0,3.0,3.0,-2.0,4,"Guided by the ancient vision of a promised land , let us set our sights upon a land of new promise .",5,4
17,a,1.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,4,"Guided by the ancient vision of a promised land , let us set our sights upon a land of new promise .",5,4
18,land,4.0,1.0,1.0,NN,nmod:upon,2.0,2.0,2.0,2.0,-1.0,4,"Guided by the ancient vision of a promised land , let us set our sights upon a land of new promise .",5,4
19,of,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,4,"Guided by the ancient vision of a promised land , let us set our sights upon a land of new promise .",5,4
20,new,2.0,1.0,1.0,JJ,amod,2.0,2.0,2.0,2.0,-1.0,4,"Guided by the ancient vision of a promised land , let us set our sights upon a land of new promise .",5,4
21,promise,6.0,2.0,1.0,NN,nmod:of,1.0,1.0,1.0,1.0,0.0,4,"Guided by the ancient vision of a promised land , let us set our sights upon a land of new promise .",5,4
22,.,,,,.,,,,,,,4,"Guided by the ancient vision of a promised land , let us set our sights upon a land of new promise .",5,4
1,The,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,5,The promise of America was born in the 18th century out of the bold conviction that we are all created equal .,7,7
2,promise,6.0,2.0,1.0,NN,nsubjpass,3.0,3.0,3.0,3.0,-2.0,5,The promise of America was born in the 18th century out of the bold conviction that we are all created equal .,7,7
3,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,5,The promise of America was born in the 18th century out of the bold conviction that we are all created equal .,7,7
4,America,7.0,4.0,1.0,NNP,nmod:of,2.0,2.0,2.0,2.0,-1.0,5,The promise of America was born in the 18th century out of the bold conviction that we are all created equal .,7,7
5,was,3.0,1.0,1.0,VBD,auxpass,3.0,3.0,2.0,3.0,-1.75,5,The promise of America was born in the 18th century out of the bold conviction that we are all created equal .,7,7
6,born,4.0,1.0,1.0,VBN,root,2.0,2.0,2.0,2.0,-1.0,5,The promise of America was born in the 18th century out of the bold conviction that we are all created equal .,7,7
7,in,2.0,1.0,0.0,IN,case,4.0,4.0,3.0,4.0,-2.75,5,The promise of America was born in the 18th century out of the bold conviction that we are all created equal .,7,7
8,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,5,The promise of America was born in the 18th century out of the bold conviction that we are all created equal .,7,7
9,18th,,,,JJ,amod,4.0,4.0,4.0,4.0,-3.0,5,The promise of America was born in the 18th century out of the bold conviction that we are all created equal .,7,7
10,century,6.0,3.0,1.0,NN,nmod:in,3.0,3.0,3.0,3.0,-2.0,5,The promise of America was born in the 18th century out of the bold conviction that we are all created equal .,7,7
11,out,2.0,1.0,1.0,RB,case,3.0,3.0,3.0,3.0,-2.0,5,The promise of America was born in the 18th century out of the bold conviction that we are all created equal .,7,7
12,of,2.0,1.0,1.0,IN,mwe,4.0,4.0,3.0,4.0,-2.75,5,The promise of America was born in the 18th century out of the bold conviction that we are all created equal .,7,7
13,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,5,The promise of America was born in the 18th century out of the bold conviction that we are all created equal .,7,7
14,bold,4.0,1.0,1.0,JJ,amod,3.0,3.0,3.0,3.0,-2.0,5,The promise of America was born in the 18th century out of the bold conviction that we are all created equal .,7,7
15,conviction,9.0,3.0,1.0,NN,nmod:out_of,2.0,2.0,2.0,2.0,-1.0,5,The promise of America was born in the 18th century out of the bold conviction that we are all created equal .,7,7
16,that,3.0,1.0,1.0,IN,mark,3.0,3.0,2.0,3.0,-1.75,5,The promise of America was born in the 18th century out of the bold conviction that we are all created equal .,7,7
17,we,2.0,1.0,1.0,PRP,nsubjpass,4.0,4.0,2.0,4.0,-2.5,5,The promise of America was born in the 18th century out of the bold conviction that we are all created equal .,7,7
18,are,2.0,1.0,1.0,VBP,auxpass,3.0,3.0,2.0,3.0,-1.75,5,The promise of America was born in the 18th century out of the bold conviction that we are all created equal .,7,7
19,all,2.0,1.0,1.0,RB,advmod,2.0,2.0,2.0,2.0,-1.0,5,The promise of America was born in the 18th century out of the bold conviction that we are all created equal .,7,7
20,created,7.0,3.0,1.0,VBN,ccomp,2.0,2.0,2.0,2.0,-1.0,5,The promise of America was born in the 18th century out of the bold conviction that we are all created equal .,7,7
21,equal,5.0,2.0,1.0,JJ,xcomp,1.0,1.0,1.0,1.0,0.0,5,The promise of America was born in the 18th century out of the bold conviction that we are all created equal .,7,7
