widx,word,nseg,nsyll,nstress,pos,dep,m1a,m1b,m2a,m2b,mmean,sidx,sent,ambig1,ambig2
11,but,3.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
12,by,2.0,1.0,1.0,IN,case,5.0,5.0,4.0,5.0,-3.75,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
13,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
14,words,4.0,1.0,1.0,NNS,nmod:by,3.0,3.0,3.0,3.0,-2.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
15,we,2.0,1.0,1.0,PRP,nsubj,6.0,6.0,4.0,6.0,-4.5,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
16,speak,4.0,1.0,1.0,VBP,conj:but,3.0,3.0,3.0,3.0,-2.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
17,and,3.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
18,the,2.0,1.0,0.0,DT,nsubj,5.0,5.0,5.0,5.0,-4.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
19,faces,5.0,2.0,1.0,VBZ,conj:but,3.0,3.0,3.0,3.0,-2.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
20,we,2.0,1.0,1.0,PRP,nsubj,5.0,5.0,3.0,5.0,-3.5,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
21,show,2.0,1.0,1.0,VBP,ccomp,3.0,3.0,3.0,3.0,-2.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
22,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
23,world,4.0,1.0,1.0,NN,dobj,2.0,2.0,2.0,2.0,-1.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
24,",",,,,",",,,,,,,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
25,we,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
26,force,4.0,1.0,1.0,VBP,root,2.0,2.0,2.0,2.0,-1.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
27,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
28,spring,5.0,1.0,1.0,NN,dobj,2.0,2.0,2.0,2.0,-1.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
29,",",,,,",",,,,,,,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
30,a,1.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
31,spring,5.0,1.0,1.0,NN,compound,2.0,2.0,2.0,2.0,-1.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
32,reborn,6.0,2.0,2.0,NN,appos,3.0,3.0,3.0,3.0,-2.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
33,in,2.0,1.0,0.0,IN,case,4.0,4.0,3.0,4.0,-2.75,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
34,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
35,world,4.0,1.0,1.0,NN,nmod:poss,3.0,3.0,3.0,3.0,-2.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
36,'s,2.0,1.0,1.0,POS,case,,,,,,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
37,oldest,6.0,2.0,1.0,JJS,amod,3.0,3.0,3.0,3.0,-2.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
38,democracy,9.0,4.0,1.0,NN,nmod:in,2.0,2.0,2.0,2.0,-1.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
39,that,3.0,1.0,1.0,WDT,ref,4.0,4.0,2.0,4.0,-2.5,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
40,brings,5.0,1.0,1.0,VBZ,acl:relcl,2.0,2.0,2.0,2.0,-1.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
41,forth,4.0,1.0,1.0,RP,compound:prt,2.0,2.0,2.0,2.0,-1.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
42,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
43,vision,5.0,2.0,1.0,NN,dobj,3.0,3.0,3.0,3.0,-2.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
44,and,3.0,1.0,1.0,CC,cc,4.0,4.0,4.0,4.0,-3.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
45,courage,4.0,2.0,1.0,NN,dobj,2.0,2.0,2.0,2.0,-1.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
46,to,2.0,1.0,1.0,TO,mark,3.0,3.0,3.0,3.0,-2.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
47,reinvent,8.0,3.0,1.0,VB,advcl,2.0,2.0,2.0,2.0,-1.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
48,America,7.0,4.0,1.0,NNP,dobj,1.0,1.0,1.0,1.0,0.0,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
49,.,,,,.,,,,,,,2,"This ceremony is held in the depth of winter , but by the words we speak and the faces we show the world , we force the spring , a spring reborn in the world 's oldest democracy that brings forth the vision and courage to reinvent America .",10,10
1,When,3.0,1.0,1.0,WRB,advmod,5.0,5.0,3.0,5.0,-3.5,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
2,our,2.0,2.0,1.0,PRP$,nmod:poss,5.0,5.0,5.0,5.0,-4.0,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
3,Founders,6.0,2.0,1.0,NNS,nsubj,3.0,3.0,3.0,3.0,-2.0,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
4,boldly,6.0,2.0,1.0,RB,advmod,3.0,3.0,3.0,3.0,-2.0,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
5,declared,7.0,2.0,1.0,VBD,advcl,3.0,3.0,3.0,3.0,-2.0,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
6,America,7.0,4.0,1.0,NNP,nmod:poss,4.0,4.0,4.0,4.0,-3.0,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
7,'s,2.0,1.0,1.0,POS,case,,,,,,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
8,independence,11.0,4.0,2.0,NN,dobj,3.0,3.0,3.0,3.0,-2.0,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
9,to,2.0,1.0,1.0,TO,case,5.0,5.0,5.0,5.0,-4.0,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
10,the,2.0,1.0,0.0,DT,det,6.0,6.0,6.0,6.0,-5.0,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
11,world,4.0,1.0,1.0,NN,nmod:to,4.0,4.0,4.0,4.0,-3.0,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
12,and,3.0,1.0,1.0,CC,cc,5.0,5.0,5.0,5.0,-4.0,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
13,our,2.0,2.0,1.0,PRP$,nmod:poss,5.0,5.0,5.0,5.0,-4.0,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
14,purposes,7.0,3.0,1.0,NNS,nmod:to,3.0,3.0,3.0,3.0,-2.0,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
15,to,2.0,1.0,1.0,TO,case,4.0,4.0,4.0,4.0,-3.0,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
16,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
17,Almighty,6.0,3.0,1.0,NNP,nmod:to,2.0,2.0,2.0,2.0,-1.0,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
18,",",,,,",",,,,,,,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
19,they,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,2.0,4.0,-2.5,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
20,knew,2.0,1.0,1.0,VBD,root,2.0,2.0,2.0,2.0,-1.0,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
21,that,3.0,1.0,1.0,IN,mark,3.0,3.0,2.0,3.0,-1.75,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
22,America,7.0,4.0,1.0,NNP,nsubj,2.0,2.0,2.0,2.0,-1.0,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
23,",",,,,",",,,,,,,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
24,to,2.0,1.0,1.0,TO,mark,4.0,4.0,4.0,4.0,-3.0,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
25,endure,6.0,2.0,1.0,VB,dep,2.0,2.0,2.0,2.0,-1.0,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
26,",",,,,",",,,,,,,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
27,would,3.0,1.0,1.0,MD,aux,3.0,3.0,2.0,3.0,-1.75,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
28,have,3.0,1.0,1.0,VB,ccomp,2.0,2.0,2.0,2.0,-1.0,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
29,to,2.0,1.0,1.0,TO,mark,3.0,3.0,3.0,3.0,-2.0,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
30,change,4.0,1.0,1.0,VB,xcomp,1.0,1.0,1.0,1.0,0.0,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
31,;,,,,:,,,,,,,3,"When our Founders boldly declared America 's independence to the world and our purposes to the Almighty , they knew that America , to endure , would have to change ;",4,4
1,not,3.0,1.0,1.0,RB,neg,3.0,3.0,2.0,3.0,-1.75,4,not change for change 's sake but change to preserve America 's ideals :,2,2
2,change,4.0,1.0,1.0,VB,root,3.0,3.0,3.0,3.0,-2.0,4,not change for change 's sake but change to preserve America 's ideals :,2,2
3,for,3.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,4,not change for change 's sake but change to preserve America 's ideals :,2,2
4,change,4.0,1.0,1.0,NN,nmod:poss,3.0,3.0,3.0,3.0,-2.0,4,not change for change 's sake but change to preserve America 's ideals :,2,2
5,'s,2.0,1.0,1.0,POS,case,,,,,,4,not change for change 's sake but change to preserve America 's ideals :,2,2
6,sake,3.0,1.0,1.0,NN,nmod:for,2.0,2.0,2.0,2.0,-1.0,4,not change for change 's sake but change to preserve America 's ideals :,2,2
7,but,3.0,1.0,1.0,CC,cc,3.0,3.0,3.0,3.0,-2.0,4,not change for change 's sake but change to preserve America 's ideals :,2,2
8,change,4.0,1.0,1.0,VBP,conj:but,2.0,2.0,2.0,2.0,-1.0,4,not change for change 's sake but change to preserve America 's ideals :,2,2
9,to,2.0,1.0,1.0,TO,mark,3.0,3.0,3.0,3.0,-2.0,4,not change for change 's sake but change to preserve America 's ideals :,2,2
10,preserve,6.0,2.0,1.0,VB,xcomp,2.0,2.0,2.0,2.0,-1.0,4,not change for change 's sake but change to preserve America 's ideals :,2,2
11,America,7.0,4.0,1.0,NNP,nmod:poss,2.0,2.0,2.0,2.0,-1.0,4,not change for change 's sake but change to preserve America 's ideals :,2,2
12,'s,2.0,1.0,1.0,POS,case,,,,,,4,not change for change 's sake but change to preserve America 's ideals :,2,2
13,ideals,5.0,2.0,1.0,NNS,dobj,1.0,1.0,1.0,1.0,0.0,4,not change for change 's sake but change to preserve America 's ideals :,2,2
14,:,,,,:,,,,,,,4,not change for change 's sake but change to preserve America 's ideals :,2,2
1,life,3.0,1.0,1.0,NN,root,2.0,2.0,2.0,2.0,-1.0,5,"life , liberty , the pursuit of happiness .",1,1
2,",",,,,",",,,,,,,5,"life , liberty , the pursuit of happiness .",1,1
3,liberty,6.0,3.0,1.0,NN,appos,2.0,2.0,2.0,2.0,-1.0,5,"life , liberty , the pursuit of happiness .",1,1
4,",",,,,",",,,,,,,5,"life , liberty , the pursuit of happiness .",1,1
5,the,2.0,1.0,0.0,DT,det,4.0,4.0,4.0,4.0,-3.0,5,"life , liberty , the pursuit of happiness .",1,1
6,pursuit,5.0,2.0,1.0,NN,appos,2.0,2.0,2.0,2.0,-1.0,5,"life , liberty , the pursuit of happiness .",1,1
7,of,2.0,1.0,1.0,IN,case,3.0,3.0,2.0,3.0,-1.75,5,"life , liberty , the pursuit of happiness .",1,1
8,happiness,7.0,3.0,1.0,NN,nmod:of,1.0,1.0,1.0,1.0,0.0,5,"life , liberty , the pursuit of happiness .",1,1
9,.,,,,.,,,,,,,5,"life , liberty , the pursuit of happiness .",1,1
1,Though,2.0,1.0,1.0,IN,mark,4.0,4.0,3.0,4.0,-2.75,6,"Though we marched to the music of our time , our mission is timeless .",4,4
2,we,2.0,1.0,1.0,PRP,nsubj,5.0,5.0,3.0,5.0,-3.5,6,"Though we marched to the music of our time , our mission is timeless .",4,4
3,marched,5.0,1.0,1.0,VBD,advcl,3.0,3.0,3.0,3.0,-2.0,6,"Though we marched to the music of our time , our mission is timeless .",4,4
4,to,2.0,1.0,1.0,TO,case,4.0,4.0,4.0,4.0,-3.0,6,"Though we marched to the music of our time , our mission is timeless .",4,4
5,the,2.0,1.0,0.0,DT,det,5.0,5.0,5.0,5.0,-4.0,6,"Though we marched to the music of our time , our mission is timeless .",4,4
6,music,6.0,2.0,1.0,NN,nmod:to,3.0,3.0,3.0,3.0,-2.0,6,"Though we marched to the music of our time , our mission is timeless .",4,4
7,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,6,"Though we marched to the music of our time , our mission is timeless .",4,4
8,our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,6,"Though we marched to the music of our time , our mission is timeless .",4,4
9,time,3.0,1.0,1.0,NN,nmod:of,2.0,2.0,2.0,2.0,-1.0,6,"Though we marched to the music of our time , our mission is timeless .",4,4
10,",",,,,",",,,,,,,6,"Though we marched to the music of our time , our mission is timeless .",4,4
11,our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,6,"Though we marched to the music of our time , our mission is timeless .",4,4
12,mission,5.0,2.0,1.0,NN,nsubj,2.0,2.0,2.0,2.0,-1.0,6,"Though we marched to the music of our time , our mission is timeless .",4,4
13,is,2.0,1.0,1.0,VBZ,cop,3.0,3.0,2.0,3.0,-1.75,6,"Though we marched to the music of our time , our mission is timeless .",4,4
14,timeless,6.0,2.0,1.0,JJ,root,1.0,1.0,1.0,1.0,0.0,6,"Though we marched to the music of our time , our mission is timeless .",4,4
15,.,,,,.,,,,,,,6,"Though we marched to the music of our time , our mission is timeless .",4,4
1,Each,2.0,1.0,1.0,DT,det,5.0,5.0,5.0,5.0,-4.0,7,Each generation of Americans must define what it means to be an American .,4,4
2,generation,8.0,4.0,2.0,NN,nsubj,3.0,3.0,3.0,3.0,-2.0,7,Each generation of Americans must define what it means to be an American .,4,4
3,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,7,Each generation of Americans must define what it means to be an American .,4,4
4,Americans,9.0,4.0,1.0,NNPS,nmod:of,2.0,2.0,2.0,2.0,-1.0,7,Each generation of Americans must define what it means to be an American .,4,4
5,must,4.0,1.0,1.0,MD,aux,3.0,3.0,2.0,3.0,-1.75,7,Each generation of Americans must define what it means to be an American .,4,4
6,define,5.0,2.0,1.0,VB,root,2.0,2.0,2.0,2.0,-1.0,7,Each generation of Americans must define what it means to be an American .,4,4
7,what,3.0,1.0,1.0,WP,dobj,4.0,4.0,2.0,4.0,-2.5,7,Each generation of Americans must define what it means to be an American .,4,4
8,it,2.0,1.0,1.0,PRP,nsubj,4.0,4.0,4.0,4.0,-3.0,7,Each generation of Americans must define what it means to be an American .,4,4
9,means,4.0,1.0,1.0,VBZ,ccomp,2.0,2.0,2.0,2.0,-1.0,7,Each generation of Americans must define what it means to be an American .,4,4
10,to,2.0,1.0,1.0,TO,mark,3.0,3.0,3.0,3.0,-2.0,7,Each generation of Americans must define what it means to be an American .,4,4
11,be,2.0,1.0,1.0,VB,cop,3.0,3.0,2.0,3.0,-1.75,7,Each generation of Americans must define what it means to be an American .,4,4
12,an,2.0,1.0,1.0,DT,det,3.0,3.0,3.0,3.0,-2.0,7,Each generation of Americans must define what it means to be an American .,4,4
13,American,8.0,4.0,1.0,NNP,xcomp,1.0,1.0,1.0,1.0,0.0,7,Each generation of Americans must define what it means to be an American .,4,4
14,.,,,,.,,,,,,,7,Each generation of Americans must define what it means to be an American .,4,4
1,On,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,8,"On behalf of our Nation , I salute my predecessor , President Bush , for his half-century of service to America .",5,5
2,behalf,5.0,2.0,1.0,NN,nmod:on,3.0,3.0,3.0,3.0,-2.0,8,"On behalf of our Nation , I salute my predecessor , President Bush , for his half-century of service to America .",5,5
3,of,2.0,1.0,1.0,IN,case,4.0,4.0,3.0,4.0,-2.75,8,"On behalf of our Nation , I salute my predecessor , President Bush , for his half-century of service to America .",5,5
4,our,2.0,2.0,1.0,PRP$,nmod:poss,4.0,4.0,4.0,4.0,-3.0,8,"On behalf of our Nation , I salute my predecessor , President Bush , for his half-century of service to America .",5,5
5,Nation,5.0,2.0,1.0,NN,nmod:of,2.0,2.0,2.0,2.0,-1.0,8,"On behalf of our Nation , I salute my predecessor , President Bush , for his half-century of service to America .",5,5
6,",",,,,",",,,,,,,8,"On behalf of our Nation , I salute my predecessor , President Bush , for his half-century of service to America .",5,5
